surname	firstname	music	nationality	birth	death
Peters	Rob	6 Motets, Op.98	unknown	unknown	unknown
Peters	Rob	6 Nocturnes, Op.194	unknown	unknown	unknown
Peters	Rob	3 Orchestral Pieces, Op.17	unknown	unknown	unknown
Peters	Rob	3 Orchestral Pieces, Op.25	unknown	unknown	unknown
Peters	Rob	Ordinarium-Gezangen, Op.122	unknown	unknown	unknown
Peters	Rob	3 Organ Chorales, Op.187	unknown	unknown	unknown
Peters	Rob	3 Organ Pieces, Op.75	unknown	unknown	unknown
Peters	Rob	3 Organ Pieces, Op.91	unknown	unknown	unknown
Peters	Rob	6 Organ Pieces, Op.100	unknown	unknown	unknown
Peters	Rob	3 Organ Pieces, Op.110	unknown	unknown	unknown
Peters	Rob	3 Organ Pieces, Op.123	unknown	unknown	unknown
Peters	Rob	6 Organ Pieces, Op.144	unknown	unknown	unknown
Peters	Rob	124 Organ Preludes for the Genevan Psalter, Op.138	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.1, Op.139	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.2 'Pastoral-Sonate', Op.140	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.3 'Passions-Sonate', Op.141	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.4, Op.145	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.5 'Marien-Sonate', Op.146	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.6 'Dreifaltigkeits-Sonate', Op.147	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.7, Op.148	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.8 'Sommer-Sonate', Op.149	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.9 'Oster-Sonate', Op.152	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.10, Op.153	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.11 'Allerseelen-Sonate', Op.154	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.12 'Christkönig-Sonate', Op.160	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.13, Op.162	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.14 'Advents-Sonate', Op.163	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.15 'Christnacht-Sonate', Op.164	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.16, Op.173	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.17 'Offenbarungs-Sonate', Op.179	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.18 'Lenz-Sonate', Op.181	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.19, Op.184	unknown	unknown	unknown
Peters	Rob	Organ Sonata No.20 'Himmelfahrts-Sonate', Op.196	unknown	unknown	unknown
Peters	Rob	12 Organ Trios, Op.157	unknown	unknown	unknown
Peters	Rob	Partita per Flauto solo, Op.158	unknown	unknown	unknown
Peters	Rob	3 Passion Motets, Op.167	unknown	unknown	unknown
Peters	Rob	6 Pastorellen für die Weihnachtszeit, Op.174	unknown	unknown	unknown
Peters	Rob	3 Percussion Pieces, Op.19	unknown	unknown	unknown
Peters	Rob	Petite Suite du Premier Ton, Op.74	unknown	unknown	unknown
Peters	Rob	6 Piano Pieces, Op.13	unknown	unknown	unknown
Peters	Rob	6 Piano Pieces, Op.34	unknown	unknown	unknown
Peters	Rob	3 Piano Pieces, Op.73	unknown	unknown	unknown
Peters	Rob	Piano Sonata No.1, Op.24	unknown	unknown	unknown
Peters	Rob	Piano Sonata No.2, Op.72	unknown	unknown	unknown
Peters	Rob	Piano Sonata No.3 'Trois Trios', Op.114	unknown	unknown	unknown
Peters	Rob	Piano Trio in A minor, Op.103	unknown	unknown	unknown
Peters	Rob	3 Pieces for Solo Voices, Op.63	unknown	unknown	unknown
Peters	Rob	3 Pieces for Solo Voices, Op.92	unknown	unknown	unknown
Peters	Rob	3 Pieces for String Quartet, Op.137	unknown	unknown	unknown
Peters	Rob	3 Pieces for Strings, Op.4	unknown	unknown	unknown
Peters	Rob	3 Pieces for Strings, Op.16	unknown	unknown	unknown
Peters	Rob	3 Pieces for Strings, Op.31	unknown	unknown	unknown
Peters	Rob	3 Pieces for Strings, Op.69	unknown	unknown	unknown
Peters	Rob	3 Pieces for Strings, Op.99	unknown	unknown	unknown
Peters	Rob	6 Pieces for Wind Instruments, Op.3	unknown	unknown	unknown
Peters	Rob	3 Pieces for Wind Instruments, Op.8	unknown	unknown	unknown
Peters	Rob	6 Pieces for Wind Instruments, Op.15	unknown	unknown	unknown
Peters	Rob	6 Pieces for Wind Instruments, Op.29	unknown	unknown	unknown
Peters	Rob	6 Pieces for Wind Instruments, Op.35	unknown	unknown	unknown
Peters	Rob	6 Pieces for Wind Instruments, Op.43	unknown	unknown	unknown
Peters	Rob	3 Pieces for Wind Instruments, Op.62	unknown	unknown	unknown
Peters	Rob	6 Pieces for Wind Instruments, Op.76	unknown	unknown	unknown
Peters	Rob	3 Pieces for Wind Instruments, Op.87	unknown	unknown	unknown
Peters	Rob	3 Pieces for Wind Instruments, Op.185	unknown	unknown	unknown
Peters	Rob	6 Postludes, Op.68	unknown	unknown	unknown
Peters	Rob	24 Preludes in All Major and Minor Keys, Op.119	unknown	unknown	unknown
Peters	Rob	3 Psalms for Organ, Op.113	unknown	unknown	unknown
Peters	Rob	Puer Natus Est, Op.129	unknown	unknown	unknown
Peters	Rob	Quartettsatz, Op.80	unknown	unknown	unknown
Peters	Rob	The Raven, Op.52	unknown	unknown	unknown
Peters	Rob	Requiem, Op.78	unknown	unknown	unknown
Peters	Rob	3 Responsoria, Op.159	unknown	unknown	unknown
Peters	Rob	Rhapsody for Clarinet Solo, Op.191	unknown	unknown	unknown
Peters	Rob	Ricercare No.3, Op.30	unknown	unknown	unknown
Peters	Rob	Serenade for String Sextet, Op.21	unknown	unknown	unknown
Peters	Rob	Sinfonietta, Op.120	unknown	unknown	unknown
Peters	Rob	Sonata Festiva, Op.121	unknown	unknown	unknown
Peters	Rob	Sonata for Flute and Percussion, Op.6	unknown	unknown	unknown
Peters	Rob	Sonata for Violin Solo, Op.38	unknown	unknown	unknown
Peters	Rob	Sonata for Voice and 12 Woodwinds, Op.7	unknown	unknown	unknown
Peters	Rob	3 Songs for Male Choir, Op.53	unknown	unknown	unknown
Peters	Rob	Sorella, Op.177	unknown	unknown	unknown
Peters	Rob	Stabat Mater, Op.79	unknown	unknown	unknown
Peters	Rob	String Quartet No.1, Op.26	unknown	unknown	unknown
Peters	Rob	String Quartet No.2, Op.54	unknown	unknown	unknown
Peters	Rob	String Quartet No.3, Op.175	unknown	unknown	unknown
Peters	Rob	Suite Antique, Op.5	unknown	unknown	unknown
Peters	Rob	Suite for Clarinet and Piano, Op.88	unknown	unknown	unknown
Peters	Rob	Symphony No.1 'Sinfonia Preclassica', Op.27	unknown	unknown	unknown
Peters	Rob	Symphony No.2 'De Profundis', Op.37	unknown	unknown	unknown
Peters	Rob	Symphony No.3 'Sinfonia Sacra-Profana', Op.40	unknown	unknown	unknown
Peters	Rob	Symphony No.4 'Amarna-Symphony', Op.89	unknown	unknown	unknown
Peters	Rob	Symphony No.5 'Tuba Mirum', Op.94	unknown	unknown	unknown
Peters	Rob	Symphony No.6 'A Pastoral Idyll', Op.142	unknown	unknown	unknown
Peters	Rob	Te Deum, Op.84	unknown	unknown	unknown
Peters	Rob	Threnody for String Quintet, Op.170	unknown	unknown	unknown
Peters	Rob	Le Tombeau de Clérambault, Op.131	unknown	unknown	unknown
Peters	Rob	Variations and Fugue on a Polish Christmas Song, Op.111	unknown	unknown	unknown
Peters	Rob	Variations fugitives, Op.41	unknown	unknown	unknown
Peters	Rob	6 Voluntaries, Op.182	unknown	unknown	unknown
Peters	Rob	Wachet Auf!, Op.168	unknown	unknown	unknown
Peters	Rob	Wind Quintet, Op.161	unknown	unknown	unknown
Peters	Rob	Woodwind Trio No.1, Op.18	unknown	unknown	unknown
Peters	Rob	Woodwind Trio No.2, Op.32	unknown	unknown	unknown
Peters	Rob	Woodwind Trio No.3, Op.39	unknown	unknown	unknown
Peters	William Cumming	Citizens Guards' March	unknown	unknown	unknown
Peters	William Cumming	Evening Hymn	unknown	unknown	unknown
Peters	William Cumming	The Heart when Wrecked by Faithless Love	unknown	unknown	unknown
Peters	William Cumming	Kind, kind and gentle is she	unknown	unknown	unknown
Peters	William Cumming	Mass in D	unknown	unknown	unknown
Peters	William Cumming	Peter's Highland March	unknown	unknown	unknown
Peters	William Cumming	The Picket	unknown	unknown	unknown
Peters	William Cumming	She Wept to Know She Lov'd	unknown	unknown	unknown
Peters	William Cumming	Sherman Marched Down to the Sea	unknown	unknown	unknown
Peters	William Cumming	Silken Bands	unknown	unknown	unknown
Peters	William Cumming	Sing, and Remember Me	unknown	unknown	unknown
Peters	William Frederick	The Mayor of Tokio	unknown	unknown	unknown
Peters-Rey	Gregor	3 Duos for Flute and Harp, Op.1	unknown	unknown	unknown
Peters-Rey	Gregor	Ein kurzer Traum	unknown	unknown	unknown
Peters-Rey	Gregor	Ein kurzes Stück vom Nachmittag	unknown	unknown	unknown
Peters-Rey	Gregor	Ein Rondo zum Geburtstag	unknown	unknown	unknown
Peters-Rey	Gregor	Ein Thema (Version I)	unknown	unknown	unknown
Peters-Rey	Gregor	Ein Thema (Version II)	unknown	unknown	unknown
Peters-Rey	Gregor	Etüde	unknown	unknown	unknown
Peters-Rey	Gregor	Freies Stück über Christ ist erstanden (Version II)	unknown	unknown	unknown
Peters-Rey	Gregor	Freies Stück über Christ ist erstanden	unknown	unknown	unknown
Peters-Rey	Gregor	Freies Stück über “Christ ist erstanden”, Op.6c	unknown	unknown	unknown
Peters-Rey	Gregor	Für Andres	unknown	unknown	unknown
Peters-Rey	Gregor	Höfisch (Rondo)	unknown	unknown	unknown
Peters-Rey	Gregor	Impromptu, Op.9a	unknown	unknown	unknown
Peters-Rey	Gregor	Impromptu, Op.9b	unknown	unknown	unknown
Peters-Rey	Gregor	Integrative Musikwahrnehmung	unknown	unknown	unknown
Peters-Rey	Gregor	Intermezzo	unknown	unknown	unknown
Peters-Rey	Gregor	Kein schöner Land in dieser Zeit	unknown	unknown	unknown
Peters-Rey	Gregor	8 Kleine Choralvorspiele	unknown	unknown	unknown
Peters-Rey	Gregor	2 Kleine Stücke	unknown	unknown	unknown
Peters-Rey	Gregor	Kleinst-Stücke	unknown	unknown	unknown
Peters-Rey	Gregor	Krumbacher Scherzo	unknown	unknown	unknown
Peters-Rey	Gregor	Lisa	unknown	unknown	unknown
Peters-Rey	Gregor	Mini-Hochzeits-Operette	unknown	unknown	unknown
Peters-Rey	Gregor	Opus 2 (part B)	unknown	unknown	unknown
Peters-Rey	Gregor	Opus 2	unknown	unknown	unknown
Peters-Rey	Gregor	Opus 11 3/c	unknown	unknown	unknown
Peters-Rey	Gregor	3 Pieces for Harp	unknown	unknown	unknown
Peters-Rey	Gregor	Präludium, Choral und Variation	unknown	unknown	unknown
Peters-Rey	Gregor	Quasi Rondo	unknown	unknown	unknown
Peters-Rey	Gregor	Rondo für Eva Maria	unknown	unknown	unknown
Peters-Rey	Gregor	Ruhige Minute	unknown	unknown	unknown
Peters-Rey	Gregor	9 Sketches	unknown	unknown	unknown
Peters-Rey	Gregor	Suite für Querflöte und Klavier	unknown	unknown	unknown
Peters-Rey	Gregor	Triologie-Etüde	unknown	unknown	unknown
Peters-Rey	Gregor	Zur Konfirmation	unknown	unknown	unknown
Petersen	David	Speelstukken	German	1650	1737
Petersen	John	Romanze, Op.4	unknown	1860	1939
Petersen	Thor	Serenade, Op.12	unknown	unknown	unknown
Petersen	Thor	Vuggevise	unknown	unknown	unknown
Petersenn	Georg von	6 Kleine Klavierstücke, Op.2	unknown	1849	1930
Petersilea	Carlyle	Scales and Arpeggios	unknown	unknown	unknown
Petersilea	Franz	Bugle Song	unknown	unknown	unknown
Peterson	Alice Fessenden	A Love Song	unknown	unknown	unknown
Peterson	Clara Gottschalk	Creole Songs from New Orleans in the Negro Dialect	unknown	unknown	unknown
Peterson	Jeff	Cadmium Red No.1	unknown	unknown	unknown
Peterson	Jeff	Dark Blue No.1	unknown	unknown	unknown
Peterson	Jeff	Deep Koamaru	unknown	unknown	unknown
Peterson	Philip C.	Rhapsodic Sonata	unknown	unknown	unknown
Peterson-Berger	Wilhelm	Arnljot	Swedish	1867	1942
Peterson-Berger	Wilhelm	Canzone och melodia	Swedish	1867	1942
Peterson-Berger	Wilhelm	Damernas album	Swedish	1867	1942
Peterson-Berger	Wilhelm	Dans la sombre forêt	Swedish	1867	1942
Peterson-Berger	Wilhelm	4 Danspoem	Swedish	1867	1942
Peterson-Berger	Wilhelm	Dichtungen von Friedrich Nietzsche	Swedish	1867	1942
Peterson-Berger	Wilhelm	5 Dikter ur 'Fridolins visor'	Swedish	1867	1942
Peterson-Berger	Wilhelm	Frösöblomster I, Op.16	Swedish	1867	1942
Peterson-Berger	Wilhelm	Frösöblomster II	Swedish	1867	1942
Peterson-Berger	Wilhelm	Frösöblomster III	Swedish	1867	1942
Peterson-Berger	Wilhelm	Fyra muntra visor	Swedish	1867	1942
Peterson-Berger	Wilhelm	4 Gedichte von Ricarda Huch	Swedish	1867	1942
Peterson-Berger	Wilhelm	Gullebarns vaggsånger	Swedish	1867	1942
Peterson-Berger	Wilhelm	I somras	Swedish	1867	1942
Peterson-Berger	Wilhelm	Italiana	Swedish	1867	1942
Peterson-Berger	Wilhelm	Jemtlandsminnen	Swedish	1867	1942
Peterson-Berger	Wilhelm	Jungfrun under lind	Swedish	1867	1942
Peterson-Berger	Wilhelm	Majkarneval i Stockholm	Swedish	1867	1942
Peterson-Berger	Wilhelm	Marits visor	Swedish	1867	1942
Peterson-Berger	Wilhelm	Mor Britta	Swedish	1867	1942
Peterson-Berger	Wilhelm	2 Orientaliska fantasier	Swedish	1867	1942
Peterson-Berger	Wilhelm	2 Orientalske sange, Op.8	Swedish	1867	1942
Peterson-Berger	Wilhelm	Romance in D minor	Swedish	1867	1942
Peterson-Berger	Wilhelm	2 Romantiska visor	Swedish	1867	1942
Peterson-Berger	Wilhelm	6 Songs	Swedish	1867	1942
Peterson-Berger	Wilhelm	10 Songs	Swedish	1867	1942
Peterson-Berger	Wilhelm	3 Songs, Op.3	Swedish	1867	1942
Peterson-Berger	Wilhelm	3 Songs, Op.10	Swedish	1867	1942
Peterson-Berger	Wilhelm	8 Songs, Op.11	Swedish	1867	1942
Peterson-Berger	Wilhelm	Suite, Op.15	Swedish	1867	1942
Peterson-Berger	Wilhelm	Svensk folkmusik, Häfte 1	Swedish	1867	1942
Peterson-Berger	Wilhelm	Svensk folkmusik, Häfte 2	Swedish	1867	1942
Peterson-Berger	Wilhelm	Svensk medborgarsång	Swedish	1867	1942
Peterson-Berger	Wilhelm	Symphony No.3	Swedish	1867	1942
Peterson-Berger	Wilhelm	3 Tondikter	Swedish	1867	1942
Peterson-Berger	Wilhelm	Tonmålningar, Op.13	Swedish	1867	1942
Peterson-Berger	Wilhelm	Ur 'Arnljot'	Swedish	1867	1942
Peterson-Berger	Wilhelm	Ur 'Fridolins lustgård'	Swedish	1867	1942
Peterson-Berger	Wilhelm	Ur 'Hösthorn'	Swedish	1867	1942
Peterson-Berger	Wilhelm	Ur 'Minnesångarn i Sverige', Op.7	Swedish	1867	1942
Peterson-Berger	Wilhelm	Ur Domedagsprofeterna	Swedish	1867	1942
Peterson-Berger	Wilhelm	Ur en kärlekssaga, Op.14	Swedish	1867	1942
Peterson-Berger	Wilhelm	Violin Concerto in F-sharp minor	Swedish	1867	1942
Peterson-Berger	Wilhelm	Violin Sonata in E minor	Swedish	1867	1942
Peterson-Berger	Wilhelm	2 Visor av Gustaf Fröding	Swedish	1867	1942
Pether	Henry E.	Poor John!	unknown	unknown	unknown
Pether	Henry E.	Waiting at the Church	unknown	unknown	unknown
Petillo	Raffaele	Fier de ses jambes	unknown	unknown	unknown
Petillo	Raffaele	Je suis épris	unknown	unknown	unknown
Petillo	Raffaele	N'abimez pas le macaroni	unknown	unknown	unknown
Petit	Albert	À la nuit close	unknown	unknown	unknown
Petit	Albert	Sérénade	unknown	unknown	unknown
Petit	Louis	Verlângeren, Gedanke fun èngem Letzeburger an der Friémd	unknown	unknown	unknown
Petitjean	Maurice	C'est pour un rien	unknown	unknown	unknown
Petrali	Vincenzo	3 Adagi per l'Elevazione	unknown	1830	1889
Petrali	Vincenzo	Messa solenne	unknown	1830	1889
Petrali	Vincenzo	Pastorale per l'Elevazione	unknown	1830	1889
Petrali	Vincenzo	2 Piccoli ripieni	unknown	1830	1889
Petrali	Vincenzo	3 Ricercari per l'Elevazione	unknown	1830	1889
Petrali	Vincenzo	Toccata in D major	unknown	1830	1889
Petrali	Vincenzo	Toccata in E major	unknown	1830	1889
Petre	Torsten	Årstiderna	unknown	unknown	unknown
Petre	Torsten	Fantasier för Piano, Op.37	unknown	unknown	unknown
Petre	Torsten	Över Bifrost, Op.44	unknown	unknown	unknown
Petre	Torsten	Skizzer för Piano, Op.20	unknown	unknown	unknown
Petre	Torsten	Skizzer för Piano, Op.27	unknown	unknown	unknown
Petre	Torsten	Skizzer för Piano, Op.38	unknown	unknown	unknown
Petre	Torsten	Skizzer för Piano, Op.45	unknown	unknown	unknown
Petre	Torsten	Skizzer för Piano, Op.63	unknown	unknown	unknown
Petre	Torsten	Tondikter för Piano, Op.39b	unknown	unknown	unknown
Petreius	Johannes	Psalmorum selectorum, Tomus 1	German	1497	1550
Petrella	Errico	L'assedio di Leida	Italian	1813	1877
Petrella	Errico	Bianca Orsini	Italian	1813	1877
Petrella	Errico	Il carnevale di Venezia	Italian	1813	1877
Petrella	Errico	Celinda	Italian	1813	1877
Petrella	Errico	La contessa d'Amalfi	Italian	1813	1877
Petrella	Errico	Elena di Tolosa	Italian	1813	1877
Petrella	Errico	Il folletto di Gresy	Italian	1813	1877
Petrella	Errico	Gran Marcia	Italian	1813	1877
Petrella	Errico	Jone	Italian	1813	1877
Petrella	Errico	Marcha Fúnebre Ione No.1	Italian	1813	1877
Petrella	Errico	Marcha Fúnebre Ione No.2	Italian	1813	1877
Petrella	Errico	Marco Visconti	Italian	1813	1877
Petrella	Errico	Morosina	Italian	1813	1877
Petri	Balthasar Abraham	Gottes Rat ist wunderbar	unknown	unknown	unknown
Petri	Balthasar Abraham	Groß und wundersam sind deine Werke	unknown	unknown	unknown
Petri	Balthasar Abraham	Höre mein Volk	unknown	unknown	unknown
Petri	Balthasar Abraham	Ich kenne dich	unknown	unknown	unknown
Petrie	George	The Complete Collection of Irish Music	Irish	1790	1866
Petrie	George	The Petrie Collection of the Ancient Music of Ireland	Irish	1790	1866
Petrie	Henry W.	Asleep in the Deep	unknown	1857	1925
Petrie	Robert	A Collection of Strathspeys, Reels and Country Dances	unknown	unknown	unknown
Petrie	Robert	A Second Collection of Strathspey Reels	unknown	unknown	unknown
Petrie	Robert	Third Collection of Strathspey Reels	unknown	unknown	unknown
Petrini	Francesco	Abrégé de la méthode de harpe	unknown	1744	1819
Petrini	Francesco	Duo No.2 for 2 Harps, Op.30	unknown	1744	1819
Petrini	Francesco	Duo No.3 for 2 Harps, Op.31	unknown	1744	1819
Petrini	Francesco	Harp Concerto No.1, Op.25	unknown	1744	1819
Petrini	Francesco	Harp Concerto No.3, Op.27	unknown	1744	1819
Petrini	Francesco	Harp Concerto No.4, Op.29	unknown	1744	1819
Petrini	Francesco	3 Préludes for Harp	unknown	1744	1819
Petrini	Francesco	Recueil de morceaux connus, Op.15	unknown	1744	1819
Petrini	Francesco	Recueil de pièces et d'airs choisis, Op.16	unknown	1744	1819
Petrini	Francesco	Recueil de pièces et d'airs choisis, Op.17	unknown	1744	1819
Petrini-Zamboni	Nicola	3 Duos concertans	unknown	1785	1849
Petrobelli	Francesco	Lauretanische Litanei	unknown	unknown	unknown
Petronio	Arthur	Invention	unknown	unknown	unknown
Petrov-Boyarinov	Pyotr	4 Esquisses, Op.5	unknown	unknown	unknown
Petrovski	Soni	Andante	unknown	unknown	unknown
Petrovski	Soni	Bric-a-brac	unknown	unknown	unknown
Petrovski	Soni	Concert Piece	unknown	unknown	unknown
Petrovski	Soni	Exercise No.3	unknown	unknown	unknown
Petrovski	Soni	Prelude	unknown	unknown	unknown
Petrovski	Soni	Vocalise	unknown	unknown	unknown
Petrucci	Ottaviano	Fragmenta missarum	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 1	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 2	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 3	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 4	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 5	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 6	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 7	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 8	French	unknown	unknown
Petrucci	Ottaviano	Frottole, Libro 9	French	unknown	unknown
Petrucci	Ottaviano	Harmonice Musices Odhecaton	French	unknown	unknown
Petrucci	Ottaviano	Intabulatura de lauto, Libro 1 (Spinacino, Francesco)	French	unknown	unknown
Petrucci	Ottaviano	Intabulatura de lauto, Libro 2 (Spinacino, Francesco)	French	unknown	unknown
Petrucci	Ottaviano	Intabulatura de Lauto, Libro 4 (Dalza, Joan Ambrosio)	French	unknown	unknown
Petrucci	Ottaviano	Lamentationum, Liber 1	French	unknown	unknown
Petrucci	Ottaviano	Lamentationum, Liber 2	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Agricola, Alexander)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Brumel, Antoine)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Ghiselin, Johannes Verbonnet)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Isaac, Heinrich)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (La Rue, Pierre de)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Obrecht, Jacob)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Orto, Marbrianus de)	French	unknown	unknown
Petrucci	Ottaviano	5 Masses	French	unknown	unknown
Petrucci	Ottaviano	5 Masses (Van Weerbeke, Gaspar)	French	unknown	unknown
Petrucci	Ottaviano	Missarum diversorum auctorum	French	unknown	unknown
Petrucci	Ottaviano	Missarum, Liber 1 (Josquin Desprez)	French	unknown	unknown
Petrucci	Ottaviano	Missarum, Liber 1 (Mouton, Jean)	French	unknown	unknown
Petrucci	Ottaviano	Missarum, Liber 2 (Josquin Desprez)	French	unknown	unknown
Petrucci	Ottaviano	Missarum, Liber 3 (Josquin Desprez)	French	unknown	unknown
Petrucci	Ottaviano	Motetti a cinque	French	unknown	unknown
Petrucci	Ottaviano	Motetti A	French	unknown	unknown
Petrucci	Ottaviano	Motetti B	French	unknown	unknown
Petrucci	Ottaviano	Motetti C	French	unknown	unknown
Petrucci	Ottaviano	Motetti de la corona, Liber 1	French	unknown	unknown
Petrucci	Ottaviano	Motetti de la corona, Liber 2	French	unknown	unknown
Petrucci	Ottaviano	Motetti de la corona, Liber 3	French	unknown	unknown
Petrucci	Ottaviano	Motetti de la corona, Liber 4	French	unknown	unknown
Petrucci	Ottaviano	Ottaviano dei Petrucci (Schmid, Anton)	French	unknown	unknown
Petrucci	Ottaviano	Tenori e contrabassi intabulati col sopran in canto figurato	French	unknown	unknown
Petrucci	Ottaviano	Calde lacrime (Petrus Organista)	French	unknown	unknown
Petrucci	Ottaviano	Montpellier Codex (Various)	French	unknown	unknown
Petrzelka	Vilem	4 Impromptus, Op.36	unknown	unknown	unknown
Pettinella	Riccardo	Vurria!	unknown	unknown	unknown
Pettinicchi	F.G.	Mme so fatto aggraziatiello	unknown	unknown	unknown
Pettoletti	Joachim	6 Walzes Instructives, Op.3	unknown	unknown	unknown
Pettoletti	Pietro	Air russe, Op.21	Italian	1790	1870
Pettoletti	Pietro	Divertissement for Two Guitars	Italian	1790	1870
Pettoletti	Pietro	Divertissement sur l'opera Montecchi e Capuleti, Op.17	Italian	1790	1870
Pettoletti	Pietro	Duettino sur un air de 'La sonnambula', Op.30	Italian	1790	1870
Pettoletti	Pietro	Fantaisie sur l'hymne national Russe, Op.15	Italian	1790	1870
Pettoletti	Pietro	Fantaisie sur une mélodie russe, Op.32	Italian	1790	1870
Pettoletti	Pietro	Fantaisie sur une Romance favorite de Paschkoff, Op.31	Italian	1790	1870
Pettoletti	Pietro	God bless the Tzar! Fantaisie, Op.18	Italian	1790	1870
Pettoletti	Pietro	Impromptu, Op.29	Italian	1790	1870
Pettoletti	Pietro	Mes Souveniers, Op.6	Italian	1790	1870
Pettoletti	Pietro	Morceaux choisies d’opéras	Italian	1790	1870
Pettoletti	Pietro	4 Pieces for Guitar, Op.23	Italian	1790	1870
Pettoletti	Pietro	The Red Safran, Op.19	Italian	1790	1870
Pettoletti	Pietro	Troika pour guitarre, Op.14	Italian	1790	1870
Pettoletti	Pietro	6 Variations Faciles et Agreables, Op.8	Italian	1790	1870
Pettoletti	Pietro	Variations pour la Guitarre, Op.7	Italian	1790	1870
Pettoletti	Pietro	Variations sur la cavatine favorite de l'opera 'Il pirata', Op.26	Italian	1790	1870
Pettoletti	Pietro	6 Waltzes for Solo Guitar, Op.1	Italian	1790	1870
Pettoletti	Pietro	6 Waltzes, Op.3	Italian	1790	1870
Petukhov	Mikhail	Piano Sonata	unknown	unknown	unknown
Petyrek	Felix	6 Groteske Klavierstücke	unknown	unknown	unknown
Petyrek	Felix	2 Lieder aus dem 'Buch der Seele'	unknown	unknown	unknown
Petyrek	Felix	Toccata and Fugue in Mixolydian Mode	unknown	unknown	unknown
Petzet	Walter	4 Compositions for Piano	unknown	1000	1866
Petzet	Walter	Im Asyl des Herzens	unknown	1000	1866
Petzold	Karl Eugen	Introduction et Polacca pour 4 Violons concertants, Op.21	unknown	unknown	unknown
Peuchot	Léon	Ma nourrice	unknown	unknown	unknown
Peuchot	Léon	Me voici! me voilà!	unknown	unknown	unknown
Peuchot	Léon	Tu demandes pourquoi?	unknown	unknown	unknown
Peuerl	Paul	Ach Gott wie gern ich wissen wolt	German	unknown	unknown
Peuerl	Paul	Bewahr dein Herz o frommer Christ	German	unknown	unknown
Peuerl	Paul	Canzona 1	German	unknown	unknown
Peuerl	Paul	Canzona 2	German	unknown	unknown
Peuerl	Paul	Frisch auff und last uns singen	German	unknown	unknown
Peuerl	Paul	Frölich zu seyn zu dieser zeit	German	unknown	unknown
Peuerl	Paul	Intrada	German	unknown	unknown
Peuerl	Paul	Kehr wider glück mit freud und wonn	German	unknown	unknown
Peuerl	Paul	Man sagt in einem Sprichwort	German	unknown	unknown
Peuerl	Paul	O musica du Edle kunst	German	unknown	unknown
Peuerl	Paul	Paduana IX	German	unknown	unknown
Peuerl	Paul	Pracht, Hochfart, Reichthumb	German	unknown	unknown
Peuerl	Paul	Reichlich das glück kombt alle tag	German	unknown	unknown
Peuerl	Paul	Traw Gott allein und achte klein	German	unknown	unknown
Peuerl	Paul	Unglück hat mich in unfall bracht	German	unknown	unknown
Peuerl	Paul	Vertraw und baw auff Gott allein	German	unknown	unknown
Peuschel	Moritz	Die beiden Wittwen	unknown	unknown	unknown
Peuschel	Moritz	Des Kaisers Thräne	unknown	unknown	unknown
Pevernage	André	Bicinium I	unknown	1540	1591
Pevernage	André	Bicinium II	unknown	1540	1591
Pevernage	André	Bicinium III	unknown	1540	1591
Pevernage	André	Bicinium IV	unknown	1540	1591
Pevernage	André	Epitaphe de Christofle Plantin	unknown	1540	1591
Pevernage	André	Laude pia Dominum	unknown	1540	1591
Pevernage	André	Nata, et grata polo	unknown	1540	1591
Pevernage	André	La vita fugge e non s'arresta un'ora	unknown	1540	1591
Peyer	Johann Baptist	Capriccio in D major, RW 68	unknown	unknown	unknown
